序號,資料集名稱,分類,資料提供單位,資料集描述,欄位名稱,Url
775,登錄證明文件繳費通知單,生活環境與其他,"毒物及化學物質局 ",申請化學物質登錄時需填寫登錄類別，並繳寫該繳費通知單,登錄人資訊(Registrant Information)、聯絡人資訊(Contact Person Information)、代理人(Representative)、新化學物質(New Chemical Substances)、既有化學物質(Existing Chemical Substances),https://opendata.epa.gov.tw/Data/Contents/OTH01503/
776,發佈警戒土石流潛勢溪流基本資料,"水,地",農委會水土保持局,發佈警戒土石流潛勢溪流基本資料,DEBRISNO(土石流編號)、COUNTY(縣市)、TOWN(鄉鎮)、VILLAGE(村里)、TWD97TM2X(TWD97二度分帶X)、TWD97TM2Y(TWD97二度分帶Y)、TOWNTWD97TM2X(鄉鎮TWD97二度分帶X)、TOWNTWD97TM2Y(鄉鎮TWD97二度分帶Y)、SITENAME1(站名1)、SITENAME2(站名2)、ALERTBASELINE(警戒值)。,https://opendata.epa.gov.tw/Data/Contents/WAT00457/
777,紫外線即時監測資料,大氣,環境監測及資訊處,環保署和中央氣象局設於全國紫外線測站每小時發布之紫外線監測資料（環保署及中央氣象局資料已整合成1個檔）,County(縣市)、PublishAgency(發布機關)、PublishTime(發布時間)、SiteName(測站名稱)、UVI(紫外線指數)、WGS84Lat(緯度（WGS84）)、WGS84Lon(經度（WGS84）)。,https://opendata.epa.gov.tw/Data/Contents/UV/
778,紫外線測站位置圖,大氣,環境監測及資訊處,顯示環保署與中央氣象局設於全國的紫外線測站。,SiteName(測站名稱)、SiteEngNam(測站英文名稱)、County(縣市)、TownShip(鄉鎮)、SiteAddres(測站地址)、TWD97Lon(緯度)、TWD97Lat(經度)、PublishAge(設置單位)。,https://opendata.epa.gov.tw/Data/Contents/ATM00513/
779,紫外線測站基本資料,大氣,環境監測及資訊處,環保署和中央氣象局設於全國紫外線測站基本資料,SiteName(測站名稱)、SiteEngNam(測站英文名稱)、County(縣市)、TownShip(鄉鎮)、SiteAddres(測站地址)、TWD97Lon(經度（TWD97）)、TWD97Lat(緯度（TWD97）)、PublishAge(發布機關)。,https://opendata.epa.gov.tw/Data/Contents/UVSite/
780,菸酒事業廢棄物再利用機構許可及登記檢核資料,生活環境與其他,廢棄物管理處,提供財政部再利用試驗計畫、個案再利用、通案及再利用機構登記檢核資料，包括機構基本資料、再利用廢棄物種類、再利用量及有效期限。,Area_name(縣市別)、Fac_no(機構管編)、Fac_name(機構名稱)、Fac_addr(機構地址)、userclass(目的事業主管機關)、AuditType(再利用類別)、Deadline_start(有效起始日期)、Deadline_end(有效到期日期)、Waste_no(再利用廢棄物代碼)、Waste_name(再利用廢棄物名稱)、Waste_source(廢棄物來源)、Reu_purp_notes(再利用用途)、Waste_Reu_qty(最大再用利量)、Totalqty_unit(最大再用利量單位)。,https://opendata.epa.gov.tw/Data/Contents/OTH01480/
781,訴願決定書,生活環境與其他,訴願審議委員會,提供訴願資料,CaseNo(案號)、ApplicantName(訴願人)、CaseType(案件類別)、DecisionWord(決定書字號)、DecisionNo(決定書文號)、CloseCase(決定書日期)、ExecTheme(決定書主文)、DecisionWordURL(決定書文檔),https://opendata.epa.gov.tw/Data/Contents/PETIAppeal/
782,訴願審議委員會委員名單,生活環境與其他,訴願審議委員會,行政院環保署訴願與裁決，訴願審議委員會委員聘任名單OpenData。,Name(委員名稱)、Title(委員職務),https://opendata.epa.gov.tw/Data/Contents/OTH02024/
783,進口木材製品調查比較,林,農委會林務局,進口木材製品市價調查比較,Years(年度)、Months(月份)、KindName(樹種)、RankType(品等)、price0101(羅東處-台北)、price0102(羅東處-羅東)、price0201(新竹處-桃園)、price0202(新竹處-新竹)、price0203(新竹處-苗栗)、price0301(東勢處-東勢)、price0302(東勢處-豐原)、price0401(南投處-南投)、price0501(嘉義處-嘉義)、price0601(屏東處-旗山)、price0602(屏東處-枋寮)、price0701(臺東處-臺東)、price0801(花蓮處-花蓮)、price0802(花蓮處-玉里)、Avg(本月平均)、Compare(比較上月增減%)。,https://opendata.epa.gov.tw/Data/Contents/FRT00008/
784,進口針葉原木波動價差,林,農委會林務局,進口針葉原木市價波動價差,Years(年度)、Months(月份)、KindName(樹種)、RankType(品等)、price01(羅東處-台北、羅東)、price02(新竹處-桃園、新竹、苗栗)、price03(東勢處-東勢、豐原)、price04(南投處-南投)、price05(嘉義處-嘉義)、price06(屏東處-旗山、枋寮)、price07(臺東處-臺東)、price08(花蓮處-花蓮、玉里)、Compare(比較上月增減元)。,https://opendata.epa.gov.tw/Data/Contents/FRT00013/
785,進口針葉原木調查比較,林,農委會林務局,進口針葉原木市價調查比較,Years(年度)、Months(月份)、KindName(樹種)、RankType(品等)、price0101(羅東處-台北)、price0102(羅東處-羅東)、price0201(新竹處-桃園)、price0202(新竹處-新竹)、price0203(新竹處-苗栗)、price0301(東勢處-東勢)、price0302(東勢處-豐原)、price0401(南投處-南投)、price0501(嘉義處-嘉義)、price0601(屏東處-旗山)、price0602(屏東處-枋寮)、price0701(臺東處-臺東)、price0801(花蓮處-花蓮)、price0802(花蓮處-玉里)、Avg(本月平均)、Compare(比較上月增減%)。,https://opendata.epa.gov.tw/Data/Contents/FRT00006/
786,進口闊葉原木波動價差,林,農委會林務局,進口闊葉原木市價波動價差,Years(年度)、Months(月份)、KindName(樹種)、RankType(品等)、price01(羅東處-台北、羅東)、price02(新竹處-桃園、新竹、苗栗)、price03(東勢處-東勢、豐原)、price04(南投處-南投)、price05(嘉義處-嘉義)、price06(屏東處-旗山、枋寮)、price07(臺東處-臺東)、price08(花蓮處-花蓮、玉里)、Compare(比較上月增減元)。,https://opendata.epa.gov.tw/Data/Contents/FRT00014/
787,進口闊葉原木調查比較,林,農委會林務局,進口闊葉原木市價調查比較,Years(年度)、Months(月份)、KindCName(樹種)、KindEName(樹種英文名)、RankType(品等)、price0101(羅東處-台北)、price0102(羅東處-羅東)、price0201(新竹處-桃園)、price0202(新竹處-新竹)、price0203(新竹處-苗栗)、price0301(東勢處-東勢)、price0302(東勢處-豐原)、price0401(南投處-南投)、price0501(嘉義處-嘉義)、price0601(屏東處-旗山)、price0602(屏東處-枋寮)、price0701(臺東處-臺東)、price0801(花蓮處-花蓮)、price0802(花蓮處-玉里)、Avg(本月平均)、Compare(比較上月增減%)。,https://opendata.epa.gov.tw/Data/Contents/FRT00007/
788,鄉鎮天氣預報,大氣,交通部中央氣象局,臺灣各鄉鎮市區未來2天(逐3小時)及未來1週天氣預報,locationName(地區名稱)、geocode(行政區域代碼)、lon(經度)、lat(緯度)、T(氣溫)、Td(露點溫度)、RH(相對溼度)、Wind(風向風速)、CI(舒適度)、Wx(天氣現象)、PoP(降雨機率)、WeatherDescription(天氣描述)。,https://opendata.epa.gov.tw/Data/Contents/ATM00345/
789,雲林縣土壤及地下水列管資訊,生活環境與其他,雲林縣政府環保局,雲林縣土壤及地下水列管相關資訊,縣市別(平方公尺)、場址名稱(公告為控制場址日期)、場址坐標(公告為控制場址公文)、場址地址(公告解除控制場址日期)、場址地號(公告解除控制場址公文)、場址種類(公告為整治場址日期)、場址面積(公告為整治場址公文),https://opendata.epa.gov.tw/Data/Contents/OTH01951/
790,雲林縣土壤定期監測結果,地,雲林縣政府環保局,雲林縣土壤定期監測結果相關資料,汞(Hg)、砷(As)、銅(Cu)、鉻(Cr)、鎘(Cd)、鉛(Pb)、鋅(Zn)、鎳(Ni),https://opendata.epa.gov.tw/Data/Contents/SOIL00150/
791,雲林縣公廁,生活環境與其他,雲林縣政府環保局,雲林縣公廁基本資料,公廁編號(公廁編號)、公廁名稱(公廁名稱)、地址或地點描述(地址或地點描述)、管理單位名稱(管理單位名稱)、管理單位聯絡電話(管理單位聯絡電話)、建檔日期(建檔日期)、啟用日期(啟用日期)、緯度(緯度)、經度(經度)、原始公廁級別(原始公廁級別)、最新公廁級別(最新公廁級別)、建檔狀態(建檔狀態)、建檔類別(建檔類別)、公廁類別(公廁類別)、縣市代碼(縣市代碼)、鄉鎮代碼(鄉鎮代碼)、村里代碼(村里代碼)、縣市名稱(縣市名稱)、鄉鎮名稱(鄉鎮名稱)、村里名稱(村里名稱)、上傳圖片(上傳圖片)、異動日(異動日),https://opendata.epa.gov.tw/Data/Contents/OTH01952/
792,雲林縣水量水質自動監測連線傳輸監測紀錄值即時資料集,水,水質保護處,系統將回應最新監測數據之XML(最新一小時),CNO(連監測對象管制編號)、ABBR(連監測對象中文名稱)、DP_NO(監測位置編號)、DESP(監測位置中文描述)、M_DATE(監測日期)、M_TIME(監測時間hhmm)、M_VAL(監測值)、STATUS(狀態)、UNIT(監測值單位)、STD1(排放標準一)、STD2(排放標準二)、STD_S(排放標準說明),https://opendata.epa.gov.tw/Data/Contents/WAT00575/
793,雲林縣巨大廢棄物清運資訊,生活環境與其他,雲林縣政府環保局,雲林縣巨大廢棄物清運相關資訊,項次(項次)、鄉鎮市(鄉鎮市)、地址(地址)、電話(電話)、網(網),https://opendata.epa.gov.tw/Data/Contents/OTH01940/
794,雲林縣全縣清潔隊,生活環境與其他,雲林縣政府環保局,雲林縣全縣清潔隊一覽表,各鄉鎮市別(各鄉鎮市別)、電話號碼(電話號碼)、傳真機號碼(傳真機號碼)、E-mai(E-mai),https://opendata.epa.gov.tw/Data/Contents/OTH01937/
795,雲林縣事業廢棄物再利用者,生活環境與其他,雲林縣政府環保局,雲林縣事業廢棄物再利用者登記資料,縣市別(縣市別)、管制編號(管制編號)、機構名稱(機構名稱)、機構電話(機構電話)、機構地址(機構地址)、再利用廢棄物(再利用廢棄物)、廢棄物來源(廢棄物來源)、再利用用途(再利用用途)、檢核通過日期(檢核通過日期)、檢核到期日期(檢核到期日期)、批發零售(批發零售),https://opendata.epa.gov.tw/Data/Contents/OTH01941/
796,雲林縣垃圾掩埋場地下水檢測報告,水,雲林縣政府環保局,雲林縣垃圾掩埋場地下水檢測報告數據資料,COD(COD)、BOD(BOD),https://opendata.epa.gov.tw/Data/Contents/WAT00644/
797,雲林縣河川水質監測,生活環境與其他,雲林縣政府環保局,雲林縣河川水質監測相關資料,雲林縣河川水質監測相關資(雲林縣河川水質監測相關資),https://opendata.epa.gov.tw/Data/Contents/OTH01944/
798,雲林縣重要環保統計資料,生活環境與其他,統計室,雲林縣環境狀況資料，包括空氣、廢棄物、環境衛生及毒化物管理、公害陳情及其他相關統計等五大類數據,ItemName(統計項名稱)、Category(類別)、Year(年度)、Month(月份)、ItemUnit(監測單位)、ItemValue(監測值)。,https://opendata.epa.gov.tw/Data/Contents/STATYunli/
799,雲林縣柴油車排煙動力檢測站,生活環境與其他,雲林縣政府環保局,雲林縣柴油車排煙動力檢測站基本資料,環保局名稱(環保局名稱)、檢測站名稱(檢測站名稱)、電子郵件(電子郵件)、地址(地址)、電話(電話)、傳真(傳真)、TAF證號(TAF證號)、有效期限(有效期限)、無負載檢測(無負載檢測)、檢驗線數(檢驗線數),https://opendata.epa.gov.tw/Data/Contents/OTH01949/
800,雲林縣海洋水質監測資料,水,雲林縣政府環保局,雲林縣海洋水質監測數據資料,測站名稱酸鹼值(電極法)、溶(鎘)、氧(銅),https://opendata.epa.gov.tw/Data/Contents/WAT00643/
801,雲林縣病媒防治業及販賣業,生活環境與其他,雲林縣政府環保局,雲林縣病媒防治業及販賣業名單,項次(項次)、業者名稱(業者名稱)、所在區域(所在區域)、證件類別(證件類別)、證件現況(證件現況)、發證單(發證單),https://opendata.epa.gov.tw/Data/Contents/OTH01931/
802,雲林縣堆肥場地址,生活環境與其他,雲林縣政府環保局,雲林縣堆肥場地址（禽畜糞）,縣市別(縣市別)、管制編號(管制編號)、機構名稱(機構名稱)、機構電話(機構電話)、機構地址(機構地址)、再利用廢棄物(再利用廢棄物)、廢棄物來源(廢棄物來源)、再利用用途(再利用用途)、檢核通過日期(檢核通過日期)、檢核到期日期(檢核到期日期)、批發零售(批發零售),https://opendata.epa.gov.tw/Data/Contents/OTH01932/
803,雲林縣飲用水水質抽驗檢驗,生活環境與其他,雲林縣政府環保局,雲林縣飲用水水質抽驗檢驗結果報表,檢驗結果統計(檢驗結果統計)、檢驗項目統(檢驗項目統),https://opendata.epa.gov.tw/Data/Contents/OTH01930/
804,雲林縣黃金資收站,生活環境與其他,雲林縣政府環保局,雲林縣黃金資收站設置資訊,鄉鎮市(號)、資源回收場區(域)地址(興建),https://opendata.epa.gov.tw/Data/Contents/OTH01938/
805,雲林縣落塵量統計,大氣,雲林縣政府環保局,雲林縣落塵量統計相關資料,number(序號)、date(報告日期)、url(網址)。,https://opendata.epa.gov.tw/Data/Contents/ATM00709/
806,雲林縣農藥廢容器回收,生活環境與其他,雲林縣政府環保局,農藥廢容器回收相關資訊,編號(編號)、設置年度(設置年度)、鄉鎮市(鄉鎮市)、社區(社區)、地點(地點)、聯絡(聯絡),https://opendata.epa.gov.tw/Data/Contents/OTH01934/
807,雲林縣電動機車充電站,生活環境與其他,雲林縣政府環保局,雲林縣電動機車充電站一覽表,序號(序號)、設置地點(設置地點)、地址(地址)、充電站數(充電站數)、充電座數(充電座數)、設置電(設置電),https://opendata.epa.gov.tw/Data/Contents/OTH01948/
808,雲林縣綠色商店,生活環境與其他,雲林縣政府環保局,雲林縣綠色商店清單,Name(商店名稱)、Contact(聯絡人)、Address(聯絡地址)、Phone(聯絡電話)。,https://opendata.epa.gov.tw/Data/Contents/OTH01589/
809,雲林縣廢食用油清除機構,生活環境與其他,雲林縣政府環保局,雲林縣廢食用油清除機構基本資料,編號(編號)、建立縣市(建立縣市)、管制編號(管制編號)、公司名稱(公司名稱)、公司電話(公司電話)、工作證(工作證)、車號(車號)、有效日期(有效日期)、發證日(發證日),https://opendata.epa.gov.tw/Data/Contents/OTH01943/
810,雲林縣衛生掩埋場,生活環境與其他,雲林縣政府環保局,雲林縣衛生掩埋場基本資料,掩埋場名稱(掩埋場名稱)、地址或地(地址或地),https://opendata.epa.gov.tw/Data/Contents/OTH01939/
811,雲林縣衛生掩埋場地址,生活環境與其他,雲林縣政府環保局,雲林縣衛生掩埋場基本資料,掩埋場名稱(掩埋場名稱)、地址或地(地址或地),https://opendata.epa.gov.tw/Data/Contents/OTH01935/
812,雲林縣噪音管制區,生活環境與其他,雲林縣政府環保局,雲林縣噪音管制區基本資料,雲林縣噪音管制區圖( ),https://opendata.epa.gov.tw/Data/Contents/OTH01946/
